順位,コード,銘柄名,開始価格(2026/05/14),終了価格(2026/05/15),上昇率(%)
1,7267,本田技研工業,1320,1430,8.33
2,8750,第一生命ホールディングス,1500,1618,7.87
3,7270,ＳＵＢＡＲＵ,2402,2568,6.89
4,5020,ＥＮＥＯＳホールディングス,1316,1386,5.36
5,7974,任天堂,6864,7151,4.18
6,2503,キリンホールディングス,2524,2623,3.9
7,6758,ソニーグループ,3444,3576,3.83
8,4307,野村総合研究所,4174,4332,3.79
9,6902,デンソー,1884,1944,3.18
10,4689,ＬＩＮＥヤフー,405,417,3.09
11,6501,日立製作所,4671,4812,3.02
12,9433,ＫＤＤＩ,2646,2724,2.97
13,8766,東京海上ホールディングス,7362,7568,2.8
14,7203,トヨタ自動車,3008,3085,2.56
15,7201,日産自動車,366,375,2.54
16,6954,ファナック,8036,8228,2.39
17,9020,東日本旅客鉄道,3680,3766,2.34
18,7309,シマノ,16670,17025,2.13
19,6326,クボタ,2870,2928,2.04
20,8306,三菱ＵＦＪフィナンシャル・グループ,2877,2929,1.81
21,8630,ＳＯＭＰＯホールディングス,5998,6100,1.7
22,9432,日本電信電話,150,152,1.47
23,9434,ソフトバンク,222,225,1.4
24,8267,イオン,1477,1498,1.39
25,6367,ダイキン工業,25025,25370,1.38
26,8113,ユニ・チャーム,924,936,1.3
27,7741,ＨＯＹＡ,27670,28005,1.21
28,9101,日本郵船,5446,5498,0.95
29,9735,セコム,6114,6163,0.8
30,9021,西日本旅客鉄道,2710,2731,0.77
31,2914,日本たばこ産業,6254,6301,0.75
32,8801,三井不動産,1528,1540,0.75
33,8001,伊藤忠商事,2044,2059,0.73
34,5401,日本製鉄,556,560,0.67
35,3382,セブン＆アイ・ホールディングス,1850,1862,0.65
36,8604,野村ホールディングス,1265,1273,0.63
37,2502,アサヒグループホールディングス,1527,1536,0.59
38,6098,リクルートホールディングス,7780,7825,0.58
39,4661,オリエンタルランド,2149,2161,0.56
40,8316,三井住友フィナンシャルグループ,5675,5702,0.48
41,9022,東海旅客鉄道,3618,3634,0.44
42,9983,ファーストリテイリング,71330,71630,0.42
43,4502,武田薬品工業,5256,5277,0.4
44,7751,キヤノン,4215,4231,0.38
45,8729,ソニーフィナンシャルグループ,146,147,0.34
46,6178,日本郵政,1951,1957,0.31
47,8015,豊田通商,7370,7387,0.23
48,7936,アシックス,4496,4506,0.22
49,4507,塩野義製薬,3076,3080,0.13
50,6201,豊田自動織機,20410,20425,0.07
51,1925,大和ハウス工業,4538,4538,0.0
52,3407,旭化成,1729,1728,-0.06
53,4452,花王,5893,5883,-0.17
54,6861,キーエンス,77310,77180,-0.17
55,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4399,4391,-0.18
56,7182,ゆうちょ銀行,2836,2829,-0.23
57,8309,三井住友トラスト・ホールディングス,5636,5623,-0.23
58,8308,りそなホールディングス,2047,2042,-0.24
59,8591,オリックス,5787,5772,-0.26
60,4568,第一三共,2582,2574,-0.31
61,6503,三菱電機,6436,6416,-0.31
62,8053,住友商事,7540,7510,-0.4
63,4543,テルモ,1930,1922,-0.41
64,8031,三井物産,6131,6106,-0.41
65,9984,ソフトバンクグループ,5770,5745,-0.43
66,8058,三菱商事,5882,5849,-0.56
67,9104,商船三井,5901,5863,-0.64
68,6702,富士通,3240,3217,-0.71
69,8002,丸紅,5898,5856,-0.71
70,1928,積水ハウス,3423,3396,-0.79
71,9202,ＡＮＡホールディングス,2769,2745,-0.87
72,5108,ブリヂストン,3420,3387,-0.96
73,8411,みずほフィナンシャルグループ,6984,6912,-1.03
74,6701,日本電気,4049,4004,-1.11
75,6301,小松製作所,6560,6483,-1.17
76,4578,大塚ホールディングス,11405,11235,-1.49
77,6971,京セラ,2935,2884,-1.74
78,8035,東京エレクトロン,51200,50290,-1.78
79,4503,アステラス製薬,2368,2324,-1.82
80,4519,中外製薬,8096,7938,-1.95
81,7011,三菱重工業,4162,4080,-1.97
82,8697,日本取引所グループ,1805,1768,-2.08
83,6752,パナソニック ホールディングス,3377,3293,-2.49
84,7832,バンダイナムコホールディングス,3804,3709,-2.5
85,6762,ＴＤＫ,3072,2993,-2.57
86,6981,村田製作所,6339,6151,-2.97
87,4188,三菱ケミカルグループ,1054,1016,-3.56
88,4901,富士フイルムホールディングス,3226,3110,-3.6
89,7269,スズキ,1920,1844,-3.98
90,8830,住友不動産,4418,4232,-4.21
91,8802,三菱地所,4320,4137,-4.24
92,7733,オリンパス,1809,1720,-4.92
93,2802,味の素,5542,5269,-4.93
94,4063,信越化学工業,7476,7105,-4.96
95,6920,レーザーテック,40560,38410,-5.3
96,6723,ルネサスエレクトロニクス,3854,3647,-5.37
97,6146,ディスコ,70000,64900,-7.29
98,6857,アドバンテスト,28615,26360,-7.88
99,5803,フジクラ,6355,5819,-8.43
100,5802,住友電気工業,12105,10980,-9.29
101,6273,ＳＭＣ,79470,67880,-14.58
