順位,コード,銘柄名,開始価格(2026/05/21),終了価格(2026/05/22),上昇率(%)
1,9984,ソフトバンクグループ,6039,6757,11.89
2,5802,住友電気工業,10730,11820,10.16
3,5803,フジクラ,4501,4850,7.75
4,6762,ＴＤＫ,3141,3370,7.29
5,6723,ルネサスエレクトロニクス,3785,4044,6.84
6,6954,ファナック,7667,8174,6.61
7,6981,村田製作所,6727,7130,5.99
8,8697,日本取引所グループ,1877,1980,5.51
9,6503,三菱電機,6069,6301,3.82
10,4519,中外製薬,7836,8090,3.24
11,6861,キーエンス,76960,79370,3.13
12,9983,ファーストリテイリング,73300,75510,3.02
13,4543,テルモ,2332,2394,2.64
14,4063,信越化学工業,6857,7034,2.58
15,6752,パナソニック ホールディングス,3421,3507,2.51
16,2802,味の素,5176,5300,2.4
17,4188,三菱ケミカルグループ,1004,1028,2.39
18,8015,豊田通商,6811,6974,2.39
19,6098,リクルートホールディングス,9564,9789,2.35
20,6273,ＳＭＣ,64770,66270,2.32
21,7733,オリンパス,1848,1888,2.16
22,8411,みずほフィナンシャルグループ,7301,7457,2.14
23,8035,東京エレクトロン,48800,49830,2.11
24,6971,京セラ,2940,2997,1.94
25,8630,ＳＯＭＰＯホールディングス,5568,5676,1.94
26,7751,キヤノン,4130,4203,1.77
27,6367,ダイキン工業,23675,24065,1.65
28,6702,富士通,3259,3307,1.47
29,5401,日本製鉄,546,554,1.37
30,7267,本田技研工業,1384,1401,1.23
31,6301,小松製作所,6164,6236,1.17
32,4452,花王,5934,5996,1.04
33,3407,旭化成,1709,1726,0.99
34,8308,りそなホールディングス,2120,2140,0.92
35,8306,三菱ＵＦＪフィナンシャル・グループ,3067,3091,0.78
36,7269,スズキ,1780,1790,0.56
37,7936,アシックス,4520,4545,0.55
38,8113,ユニ・チャーム,938,942,0.53
39,9022,東海旅客鉄道,3535,3553,0.51
40,7201,日産自動車,361,362,0.39
41,8058,三菱商事,5411,5432,0.39
42,6857,アドバンテスト,26745,26845,0.37
43,4307,野村総合研究所,4681,4697,0.34
44,6146,ディスコ,65650,65860,0.32
45,1928,積水ハウス,3326,3336,0.3
46,7203,トヨタ自動車,2978,2987,0.3
47,7011,三菱重工業,3958,3969,0.28
48,6920,レーザーテック,38060,38130,0.18
49,8053,住友商事,7120,7131,0.15
50,8001,伊藤忠商事,1949,1950,0.03
51,9202,ＡＮＡホールディングス,2785,2784,-0.04
52,4661,オリエンタルランド,2142,2140,-0.07
53,6326,クボタ,2702,2700,-0.07
54,6201,豊田自動織機,20500,20480,-0.1
55,8591,オリックス,6241,6230,-0.18
56,8604,野村ホールディングス,1290,1287,-0.27
57,9433,ＫＤＤＩ,2718,2710,-0.31
58,4578,大塚ホールディングス,11690,11650,-0.34
59,4503,アステラス製薬,2278,2270,-0.37
60,8316,三井住友フィナンシャルグループ,6031,6006,-0.41
61,5108,ブリヂストン,3327,3313,-0.42
62,4901,富士フイルムホールディングス,3196,3181,-0.47
63,7974,任天堂,7274,7240,-0.47
64,6701,日本電気,4125,4105,-0.48
65,4568,第一三共,2664,2650,-0.56
66,5020,ＥＮＥＯＳホールディングス,1308,1300,-0.57
67,4689,ＬＩＮＥヤフー,412,409,-0.61
68,9434,ソフトバンク,224,223,-0.67
69,8729,ソニーフィナンシャルグループ,144,142,-0.7
70,4507,塩野義製薬,2981,2960,-0.72
71,9432,日本電信電話,154,153,-0.72
72,7309,シマノ,17020,16890,-0.76
73,6758,ソニーグループ,3554,3525,-0.82
74,1925,大和ハウス工業,4453,4416,-0.83
75,6178,日本郵政,2134,2116,-0.84
76,6902,デンソー,1850,1834,-0.84
77,8002,丸紅,5325,5271,-1.01
78,9104,商船三井,5709,5650,-1.03
79,8267,イオン,1496,1480,-1.07
80,9021,西日本旅客鉄道,2722,2693,-1.07
81,2502,アサヒグループホールディングス,1581,1564,-1.11
82,8750,第一生命ホールディングス,1669,1650,-1.11
83,9735,セコム,6430,6356,-1.15
84,7832,バンダイナムコホールディングス,3748,3704,-1.17
85,8802,三菱地所,4110,4058,-1.27
86,7741,ＨＯＹＡ,26580,26225,-1.34
87,4502,武田薬品工業,5180,5109,-1.37
88,8031,三井物産,5662,5580,-1.45
89,8309,三井住友トラスト・ホールディングス,5703,5614,-1.56
90,2914,日本たばこ産業,6233,6134,-1.59
91,8830,住友不動産,3806,3741,-1.71
92,3382,セブン＆アイ・ホールディングス,1894,1860,-1.79
93,2503,キリンホールディングス,2771,2720,-1.82
94,9101,日本郵船,5498,5391,-1.95
95,7270,ＳＵＢＡＲＵ,2493,2441,-2.09
96,9020,東日本旅客鉄道,3692,3606,-2.33
97,6501,日立製作所,5123,5002,-2.36
98,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4350,4245,-2.41
99,8801,三井不動産,1520,1480,-2.63
100,7182,ゆうちょ銀行,3193,3104,-2.79
101,8766,東京海上ホールディングス,7697,7381,-4.11
