順位,コード,銘柄名,開始価格(2026/05/18),終了価格(2026/05/19),上昇率(%)
1,6098,リクルートホールディングス,9122,9846,7.94
2,7832,バンダイナムコホールディングス,3623,3901,7.67
3,7733,オリンパス,1744,1875,7.51
4,2503,キリンホールディングス,2602,2750,5.69
5,8267,イオン,1421,1500,5.59
6,8411,みずほフィナンシャルグループ,6525,6886,5.53
7,4307,野村総合研究所,4561,4800,5.24
8,9983,ファーストリテイリング,70190,73650,4.93
9,8630,ＳＯＭＰＯホールディングス,6134,6435,4.91
10,7974,任天堂,7182,7519,4.69
11,8309,三井住友トラスト・ホールディングス,5464,5715,4.59
12,8766,東京海上ホールディングス,7627,7949,4.22
13,8697,日本取引所グループ,1748,1820,4.12
14,9735,セコム,6127,6371,3.98
15,4661,オリエンタルランド,2136,2218,3.84
16,8306,三菱ＵＦＪフィナンシャル・グループ,2995,3108,3.77
17,4689,ＬＩＮＥヤフー,407,422,3.71
18,8316,三井住友フィナンシャルグループ,5732,5942,3.66
19,3382,セブン＆アイ・ホールディングス,1878,1947,3.65
20,8113,ユニ・チャーム,932,966,3.59
21,6758,ソニーグループ,3596,3720,3.45
22,6701,日本電気,4162,4297,3.24
23,6702,富士通,3231,3332,3.13
24,9020,東日本旅客鉄道,3682,3788,2.88
25,8308,りそなホールディングス,2020,2078,2.87
26,6501,日立製作所,4808,4944,2.83
27,9433,ＫＤＤＩ,2688,2764,2.81
28,6971,京セラ,2834,2912,2.73
29,7270,ＳＵＢＡＲＵ,2385,2450,2.73
30,8729,ソニーフィナンシャルグループ,146,150,2.53
31,8750,第一生命ホールディングス,1615,1654,2.41
32,2502,アサヒグループホールディングス,1544,1580,2.4
33,8801,三井不動産,1498,1534,2.4
34,8591,オリックス,5778,5914,2.35
35,7269,スズキ,1769,1810,2.32
36,4188,三菱ケミカルグループ,1008,1030,2.28
37,4452,花王,5916,6051,2.28
38,8604,野村ホールディングス,1248,1276,2.24
39,9434,ソフトバンク,225,229,1.91
40,6178,日本郵政,2054,2093,1.9
41,9432,日本電信電話,152,155,1.9
42,1928,積水ハウス,3339,3402,1.89
43,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4420,4503,1.88
44,2914,日本たばこ産業,6343,6453,1.73
45,5108,ブリヂストン,3330,3379,1.47
46,7182,ゆうちょ銀行,2978,3021,1.46
47,9022,東海旅客鉄道,3557,3609,1.46
48,1925,大和ハウス工業,4483,4544,1.36
49,6902,デンソー,1838,1860,1.14
50,9101,日本郵船,5558,5619,1.1
51,9202,ＡＮＡホールディングス,2717,2746,1.07
52,9021,西日本旅客鉄道,2736,2756,0.77
53,4503,アステラス製薬,2300,2317,0.74
54,4901,富士フイルムホールディングス,3148,3171,0.73
55,4543,テルモ,2279,2294,0.66
56,4519,中外製薬,7885,7936,0.65
57,3407,旭化成,1690,1700,0.59
58,4568,第一三共,2620,2636,0.59
59,7011,三菱重工業,4102,4126,0.59
60,6273,ＳＭＣ,66780,67120,0.51
61,8802,三菱地所,3993,4013,0.5
62,7751,キヤノン,4232,4252,0.47
63,7201,日産自動車,356,357,0.39
64,6301,小松製作所,6322,6346,0.38
65,8058,三菱商事,5500,5519,0.35
66,4063,信越化学工業,7013,7032,0.27
67,6762,ＴＤＫ,2978,2986,0.27
68,5401,日本製鉄,549,550,0.18
69,5020,ＥＮＥＯＳホールディングス,1358,1360,0.15
70,6752,パナソニック ホールディングス,3348,3353,0.15
71,6981,村田製作所,6171,6180,0.15
72,4502,武田薬品工業,5249,5255,0.11
73,7203,トヨタ自動車,2954,2957,0.08
74,6201,豊田自動織機,20450,20460,0.05
75,7267,本田技研工業,1342,1342,0.0
76,7936,アシックス,4436,4433,-0.07
77,8015,豊田通商,7064,7056,-0.11
78,6326,クボタ,2810,2806,-0.14
79,8031,三井物産,5883,5875,-0.14
80,2802,味の素,5193,5178,-0.29
81,9104,商船三井,5851,5824,-0.46
82,4578,大塚ホールディングス,11180,11125,-0.49
83,8053,住友商事,7257,7217,-0.55
84,8001,伊藤忠商事,1993,1980,-0.63
85,8830,住友不動産,3981,3955,-0.65
86,4507,塩野義製薬,3049,3028,-0.69
87,6367,ダイキン工業,24020,23730,-1.21
88,7309,シマノ,17410,17175,-1.35
89,8002,丸紅,5638,5553,-1.51
90,6861,キーエンス,76830,75000,-2.38
91,6146,ディスコ,63500,61600,-2.99
92,7741,ＨＯＹＡ,27725,26895,-2.99
93,6857,アドバンテスト,26150,25290,-3.29
94,6954,ファナック,7966,7662,-3.82
95,9984,ソフトバンクグループ,5593,5361,-4.15
96,8035,東京エレクトロン,49260,47160,-4.26
97,5802,住友電気工業,11380,10840,-4.75
98,6723,ルネサスエレクトロニクス,3700,3509,-5.16
99,6503,三菱電機,6350,6020,-5.2
100,6920,レーザーテック,38190,36060,-5.58
101,5803,フジクラ,5653,4695,-16.95
