順位,コード,銘柄名,開始価格(2026/05/13),終了価格(2026/05/14),上昇率(%)
1,6723,ルネサスエレクトロニクス,3575,3854,7.8
2,7269,スズキ,1808,1920,6.19
3,6762,ＴＤＫ,2916,3072,5.33
4,4188,三菱ケミカルグループ,1007,1054,4.67
5,6954,ファナック,7680,8036,4.64
6,9433,ＫＤＤＩ,2540,2646,4.13
7,6981,村田製作所,6089,6339,4.11
8,7267,本田技研工業,1272,1320,3.77
9,4519,中外製薬,7805,8096,3.73
10,8729,ソニーフィナンシャルグループ,141,146,3.68
11,5108,ブリヂストン,3308,3420,3.39
12,4507,塩野義製薬,2978,3076,3.29
13,6752,パナソニック ホールディングス,3275,3377,3.11
14,8002,丸紅,5740,5898,2.75
15,7270,ＳＵＢＡＲＵ,2346,2402,2.39
16,4578,大塚ホールディングス,11145,11405,2.33
17,7203,トヨタ自動車,2940,3008,2.33
18,6971,京セラ,2882,2935,1.86
19,9101,日本郵船,5358,5446,1.64
20,4502,武田薬品工業,5192,5256,1.23
21,2914,日本たばこ産業,6180,6254,1.2
22,4452,花王,5825,5893,1.17
23,6857,アドバンテスト,28290,28615,1.15
24,7751,キヤノン,4169,4215,1.1
25,2802,味の素,5483,5542,1.08
26,4063,信越化学工業,7417,7476,0.8
27,6178,日本郵政,1942,1951,0.49
28,9104,商船三井,5873,5901,0.48
29,2503,キリンホールディングス,2514,2524,0.4
30,7201,日産自動車,364,366,0.36
31,8058,三菱商事,5864,5882,0.31
32,9735,セコム,6095,6114,0.31
33,9202,ＡＮＡホールディングス,2766,2769,0.13
34,6201,豊田自動織機,20410,20410,0.0
35,8031,三井物産,6132,6131,-0.02
36,7741,ＨＯＹＡ,27680,27670,-0.04
37,8766,東京海上ホールディングス,7369,7362,-0.09
38,8750,第一生命ホールディングス,1502,1500,-0.13
39,9022,東海旅客鉄道,3626,3618,-0.22
40,6098,リクルートホールディングス,7800,7780,-0.26
41,8035,東京エレクトロン,51340,51200,-0.27
42,9432,日本電信電話,150,150,-0.27
43,7832,バンダイナムコホールディングス,3817,3804,-0.34
44,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4414,4399,-0.34
45,8015,豊田通商,7397,7370,-0.37
46,4503,アステラス製薬,2377,2368,-0.4
47,9434,ソフトバンク,223,222,-0.4
48,8309,三井住友トラスト・ホールディングス,5660,5636,-0.42
49,7182,ゆうちょ銀行,2849,2836,-0.47
50,6503,三菱電機,6468,6436,-0.49
51,2502,アサヒグループホールディングス,1536,1527,-0.55
52,5401,日本製鉄,559,556,-0.57
53,8604,野村ホールディングス,1274,1265,-0.67
54,8308,りそなホールディングス,2062,2047,-0.7
55,9021,西日本旅客鉄道,2732,2710,-0.81
56,6326,クボタ,2894,2870,-0.85
57,8411,みずほフィナンシャルグループ,7050,6984,-0.94
58,4661,オリエンタルランド,2170,2149,-0.97
59,4543,テルモ,1950,1930,-1.03
60,6301,小松製作所,6638,6560,-1.18
61,8113,ユニ・チャーム,935,924,-1.18
62,3407,旭化成,1750,1729,-1.2
63,3382,セブン＆アイ・ホールディングス,1874,1850,-1.23
64,8630,ＳＯＭＰＯホールディングス,6084,5998,-1.41
65,9983,ファーストリテイリング,72500,71330,-1.61
66,6501,日立製作所,4750,4671,-1.66
67,8306,三菱ＵＦＪフィナンシャル・グループ,2926,2877,-1.69
68,4901,富士フイルムホールディングス,3282,3226,-1.71
69,6902,デンソー,1917,1884,-1.72
70,7733,オリンパス,1846,1809,-2.0
71,8053,住友商事,7699,7540,-2.07
72,8001,伊藤忠商事,2089,2044,-2.15
73,1928,積水ハウス,3500,3423,-2.2
74,9020,東日本旅客鉄道,3764,3680,-2.23
75,7936,アシックス,4600,4496,-2.26
76,7309,シマノ,17070,16670,-2.34
77,8697,日本取引所グループ,1848,1805,-2.35
78,4689,ＬＩＮＥヤフー,415,405,-2.39
79,5020,ＥＮＥＯＳホールディングス,1352,1316,-2.66
80,6861,キーエンス,79440,77310,-2.68
81,6367,ダイキン工業,25780,25025,-2.93
82,8267,イオン,1522,1477,-2.99
83,8316,三井住友フィナンシャルグループ,5852,5675,-3.02
84,6701,日本電気,4190,4049,-3.37
85,6702,富士通,3356,3240,-3.46
86,8802,三菱地所,4483,4320,-3.64
87,4307,野村総合研究所,4340,4174,-3.82
88,8591,オリックス,6018,5787,-3.84
89,7974,任天堂,7141,6864,-3.88
90,6146,ディスコ,72840,70000,-3.9
91,9984,ソフトバンクグループ,6012,5770,-4.03
92,6920,レーザーテック,42490,40560,-4.54
93,1925,大和ハウス工業,4777,4538,-5.0
94,5802,住友電気工業,12775,12105,-5.24
95,4568,第一三共,2726,2582,-5.27
96,7011,三菱重工業,4406,4162,-5.54
97,6273,ＳＭＣ,84250,79470,-5.67
98,6758,ソニーグループ,3660,3444,-5.9
99,8830,住友不動産,4870,4418,-9.28
100,8801,三井不動産,1698,1528,-9.99
101,5803,フジクラ,7855,6355,-19.1
