順位,コード,銘柄名,開始価格(2026/05/07),終了価格(2026/05/08),上昇率(%)
1,6861,キーエンス,79350,84170,6.07
2,6954,ファナック,7095,7515,5.92
3,6273,ＳＭＣ,78840,82860,5.1
4,6098,リクルートホールディングス,7475,7822,4.64
5,6702,富士通,3240,3382,4.38
6,6701,日本電気,4028,4200,4.27
7,6326,クボタ,2700,2814,4.22
8,6981,村田製作所,5648,5850,3.58
9,7974,任天堂,7404,7667,3.55
10,4901,富士フイルムホールディングス,2934,3023,3.03
11,7733,オリンパス,1534,1572,2.41
12,4307,野村総合研究所,4249,4351,2.4
13,7309,シマノ,16915,17295,2.25
14,6501,日立製作所,4850,4938,1.81
15,2802,味の素,4958,5030,1.45
16,8035,東京エレクトロン,51720,52450,1.41
17,5803,フジクラ,6498,6582,1.29
18,7269,スズキ,1785,1808,1.29
19,8113,ユニ・チャーム,935,945,1.07
20,4661,オリエンタルランド,2218,2242,1.06
21,9020,東日本旅客鉄道,3610,3645,0.97
22,6762,ＴＤＫ,2896,2924,0.95
23,4507,塩野義製薬,3151,3177,0.83
24,4543,テルモ,1957,1972,0.79
25,7267,本田技研工業,1260,1269,0.75
26,7270,ＳＵＢＡＲＵ,2343,2358,0.64
27,7832,バンダイナムコホールディングス,3615,3637,0.61
28,6857,アドバンテスト,29715,29885,0.57
29,7751,キヤノン,4043,4063,0.49
30,8591,オリックス,5252,5277,0.48
31,9735,セコム,5628,5647,0.34
32,3382,セブン＆アイ・ホールディングス,1893,1898,0.29
33,7936,アシックス,4628,4640,0.26
34,6902,デンソー,1914,1919,0.24
35,6503,三菱電機,6448,6460,0.19
36,9433,ＫＤＤＩ,2525,2528,0.14
37,4689,ＬＩＮＥヤフー,440,440,0.07
38,8001,伊藤忠商事,2009,2010,0.05
39,6201,豊田自動織機,20430,20430,0.0
40,4503,アステラス製薬,2302,2300,-0.09
41,6301,小松製作所,6575,6566,-0.14
42,4568,第一三共,2600,2596,-0.15
43,7741,ＨＯＹＡ,27510,27470,-0.15
44,8802,三菱地所,4386,4378,-0.18
45,8697,日本取引所グループ,1866,1862,-0.27
46,6178,日本郵政,1861,1856,-0.3
47,8031,三井物産,5578,5560,-0.32
48,5802,住友電気工業,11345,11305,-0.35
49,9202,ＡＮＡホールディングス,2848,2838,-0.37
50,7011,三菱重工業,4527,4510,-0.38
51,9432,日本電信電話,151,150,-0.4
52,9434,ソフトバンク,221,220,-0.41
53,8729,ソニーフィナンシャルグループ,141,140,-0.43
54,6758,ソニーグループ,3130,3114,-0.51
55,3407,旭化成,1546,1536,-0.58
56,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4003,3978,-0.62
57,5108,ブリヂストン,3306,3284,-0.67
58,1928,積水ハウス,3431,3407,-0.7
59,8830,住友不動産,4790,4756,-0.71
60,4452,花王,5991,5947,-0.73
61,1925,大和ハウス工業,4811,4773,-0.79
62,6752,パナソニック ホールディングス,3349,3318,-0.93
63,2502,アサヒグループホールディングス,1544,1529,-0.97
64,9983,ファーストリテイリング,75760,75000,-1.0
65,6367,ダイキン工業,24800,24550,-1.01
66,8267,イオン,1547,1531,-1.03
67,4188,三菱ケミカルグループ,934,922,-1.2
68,6971,京セラ,2851,2814,-1.28
69,8002,丸紅,5495,5418,-1.4
70,8015,豊田通商,6840,6743,-1.42
71,9101,日本郵船,5660,5571,-1.57
72,8630,ＳＯＭＰＯホールディングス,5857,5762,-1.62
73,5020,ＥＮＥＯＳホールディングス,1311,1290,-1.64
74,9104,商船三井,5870,5774,-1.64
75,7201,日産自動車,352,346,-1.73
76,8750,第一生命ホールディングス,1464,1438,-1.74
77,8604,野村ホールディングス,1250,1228,-1.76
78,4502,武田薬品工業,5310,5213,-1.83
79,2503,キリンホールディングス,2546,2496,-1.96
80,8306,三菱ＵＦＪフィナンシャル・グループ,2863,2806,-1.97
81,5401,日本製鉄,583,571,-2.03
82,6146,ディスコ,76590,75000,-2.08
83,4578,大塚ホールディングス,11260,11025,-2.09
84,7203,トヨタ自動車,2978,2913,-2.18
85,8411,みずほフィナンシャルグループ,6926,6771,-2.24
86,4519,中外製薬,8095,7900,-2.41
87,8766,東京海上ホールディングス,7210,7030,-2.5
88,8801,三井不動産,1699,1656,-2.5
89,8316,三井住友フィナンシャルグループ,5689,5546,-2.51
90,6920,レーザーテック,44920,43770,-2.56
91,6723,ルネサスエレクトロニクス,3623,3530,-2.57
92,8058,三菱商事,5398,5249,-2.76
93,9022,東海旅客鉄道,3681,3579,-2.77
94,2914,日本たばこ産業,5937,5769,-2.83
95,8309,三井住友トラスト・ホールディングス,5571,5406,-2.96
96,8053,住友商事,7400,7180,-2.97
97,4063,信越化学工業,7711,7480,-3.0
98,7182,ゆうちょ銀行,2817,2724,-3.28
99,8308,りそなホールディングス,2010,1940,-3.48
100,9021,西日本旅客鉄道,2886,2782,-3.6
101,9984,ソフトバンクグループ,6424,6131,-4.56
