順位,コード,銘柄名,開始価格(2026/05/12),終了価格(2026/05/13),上昇率(%)
1,7733,オリンパス,1540,1846,19.83
2,5802,住友電気工業,11650,12775,9.66
3,9735,セコム,5589,6095,9.05
4,4188,三菱ケミカルグループ,928,1007,8.48
5,6367,ダイキン工業,24110,25780,6.93
6,8058,三菱商事,5500,5864,6.62
7,3407,旭化成,1654,1750,5.77
8,6758,ソニーグループ,3484,3660,5.05
9,7832,バンダイナムコホールディングス,3649,3817,4.6
10,8031,三井物産,5868,6132,4.5
11,7201,日産自動車,350,364,4.26
12,8002,丸紅,5520,5740,3.99
13,8015,豊田通商,7130,7397,3.74
14,8053,住友商事,7428,7699,3.65
15,7203,トヨタ自動車,2843,2940,3.39
16,8630,ＳＯＭＰＯホールディングス,5893,6084,3.24
17,8766,東京海上ホールディングス,7140,7369,3.21
18,8604,野村ホールディングス,1235,1274,3.12
19,5803,フジクラ,7624,7855,3.03
20,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4285,4414,3.01
21,6098,リクルートホールディングス,7573,7800,3.0
22,4307,野村総合研究所,4228,4340,2.65
23,7270,ＳＵＢＡＲＵ,2288,2346,2.53
24,7011,三菱重工業,4300,4406,2.47
25,7309,シマノ,16690,17070,2.28
26,4503,アステラス製薬,2328,2377,2.1
27,8001,伊藤忠商事,2046,2089,2.1
28,6902,デンソー,1878,1917,2.08
29,2914,日本たばこ産業,6058,6180,2.01
30,9020,東日本旅客鉄道,3693,3764,1.92
31,2503,キリンホールディングス,2475,2514,1.6
32,6178,日本郵政,1911,1942,1.6
33,9434,ソフトバンク,219,223,1.6
34,8750,第一生命ホールディングス,1479,1502,1.56
35,7269,スズキ,1781,1808,1.52
36,8729,ソニーフィナンシャルグループ,139,141,1.51
37,8267,イオン,1500,1522,1.5
38,6503,三菱電機,6373,6468,1.49
39,4543,テルモ,1922,1950,1.48
40,6702,富士通,3307,3356,1.48
41,6701,日本電気,4130,4190,1.45
42,7741,ＨＯＹＡ,27285,27680,1.45
43,4578,大塚ホールディングス,10990,11145,1.41
44,7751,キヤノン,4111,4169,1.41
45,8306,三菱ＵＦＪフィナンシャル・グループ,2886,2926,1.4
46,8801,三井不動産,1674,1698,1.37
47,7267,本田技研工業,1256,1272,1.31
48,9022,東海旅客鉄道,3582,3626,1.23
49,1928,積水ハウス,3459,3500,1.19
50,6971,京セラ,2848,2882,1.19
51,8411,みずほフィナンシャルグループ,6970,7050,1.15
52,4689,ＬＩＮＥヤフー,410,415,1.12
53,2502,アサヒグループホールディングス,1519,1536,1.09
54,8316,三井住友フィナンシャルグループ,5789,5852,1.09
55,9101,日本郵船,5301,5358,1.08
56,8697,日本取引所グループ,1829,1848,1.07
57,5108,ブリヂストン,3274,3308,1.04
58,6326,クボタ,2870,2894,0.85
59,8309,三井住友トラスト・ホールディングス,5613,5660,0.84
60,2802,味の素,5439,5483,0.81
61,8113,ユニ・チャーム,929,935,0.66
62,9021,西日本旅客鉄道,2714,2732,0.66
63,8591,オリックス,5986,6018,0.53
64,4502,武田薬品工業,5168,5192,0.46
65,9104,商船三井,5846,5873,0.46
66,9433,ＫＤＤＩ,2530,2540,0.43
67,9984,ソフトバンクグループ,5987,6012,0.42
68,9432,日本電信電話,149,150,0.4
69,9983,ファーストリテイリング,72220,72500,0.39
70,8308,りそなホールディングス,2054,2062,0.37
71,4452,花王,5809,5825,0.28
72,7182,ゆうちょ銀行,2842,2849,0.26
73,6861,キーエンス,79260,79440,0.23
74,6981,村田製作所,6078,6089,0.18
75,4519,中外製薬,7794,7805,0.14
76,6146,ディスコ,72800,72840,0.05
77,5401,日本製鉄,559,559,0.0
78,6201,豊田自動織機,20430,20410,-0.1
79,6301,小松製作所,6645,6638,-0.11
80,1925,大和ハウス工業,4783,4777,-0.13
81,3382,セブン＆アイ・ホールディングス,1879,1874,-0.29
82,8830,住友不動産,4886,4870,-0.33
83,6273,ＳＭＣ,84560,84250,-0.37
84,4568,第一三共,2738,2726,-0.46
85,7974,任天堂,7179,7141,-0.53
86,4901,富士フイルムホールディングス,3300,3282,-0.55
87,4661,オリエンタルランド,2182,2170,-0.57
88,8802,三菱地所,4515,4483,-0.71
89,9202,ＡＮＡホールディングス,2790,2766,-0.86
90,6954,ファナック,7750,7680,-0.9
91,4063,信越化学工業,7520,7417,-1.37
92,5020,ＥＮＥＯＳホールディングス,1371,1352,-1.42
93,6857,アドバンテスト,28705,28290,-1.45
94,6762,ＴＤＫ,2961,2916,-1.5
95,8035,東京エレクトロン,52160,51340,-1.57
96,6920,レーザーテック,43490,42490,-2.3
97,6501,日立製作所,4868,4750,-2.42
98,6752,パナソニック ホールディングス,3405,3275,-3.82
99,6723,ルネサスエレクトロニクス,3750,3575,-4.67
100,7936,アシックス,4896,4600,-6.05
101,4507,塩野義製薬,3171,2978,-6.09
