順位,コード,銘柄名,開始価格(2026/05/18),終了価格(2026/05/19),上昇率(%)
1,6613,QDレーザ,2127,2626,23.46
2,6976,太陽誘電,7194,7768,7.98
3,6707,サンケン電気,8797,9224,4.85
4,6758,ソニーグループ,3596,3720,3.45
5,4180,Appier Group,973,1006,3.39
6,6701,NEC,4162,4297,3.24
7,6702,富士通,3231,3332,3.13
8,6501,日立,4808,4944,2.83
9,6971,京セラ,2834,2912,2.73
10,4488,AI inside,2260,2313,2.35
11,6721,ウインテスト,97,99,2.06
12,9432,NTT,152,155,1.9
13,5232,住阪セメ,4722,4804,1.74
14,6806,ヒロセ電,23840,24160,1.34
15,4063,信越化学工業,7013,7032,0.27
16,4272,日本化薬,2054,2060,0.27
17,6762,TDK,2978,2986,0.27
18,6981,村田製作所,6171,6180,0.15
19,4425,Kudan,2173,2169,-0.18
20,4626,太陽ホールディングス,4867,4854,-0.27
21,6963,ローム,4145,4130,-0.36
22,5819,カナレ電気,1799,1791,-0.44
23,7713,シグマ光機,2103,2093,-0.47
24,4401,ADEKA,4036,4000,-0.89
25,3436,SUMCO,2992,2960,-1.07
26,6504,富士電機,14775,14605,-1.15
27,7912,大日印,2816,2781,-1.23
28,6754,アンリツ,4205,4144,-1.45
29,6525,KOUSAI ELECTRIC,6716,6600,-1.73
30,4043,トクヤマ,4418,4337,-1.83
31,6323,ローツェ,3672,3597,-2.04
32,5333,ＮＧＫ,5609,5493,-2.07
33,4021,日産化学,7355,7202,-2.08
34,8154,加賀電子,4300,4210,-2.09
35,3993,PKSH Technology,2880,2818,-2.15
36,4203,住友ベークライト,6468,6318,-2.32
37,6167,冨士ダイス,1033,1009,-2.32
38,4004,レゾナックHD,16690,16300,-2.34
39,4369,トリケミカル,3415,3330,-2.49
40,4186,東京応化工業,10390,10120,-2.6
41,7911,TOPPANHD,4513,4395,-2.61
42,7729,東京精密,16395,15915,-2.93
43,6146,ディスコ,63500,61600,-2.99
44,7741,HOYA,27725,26895,-2.99
45,7731,ニコン,2086,2020,-3.16
46,285A,キオクシアホールディングス,51450,49770,-3.27
47,6857,アドバンテスト,26150,25290,-3.29
48,7735,SCREENホールディングス,10885,10520,-3.35
49,6524,湖北工業,6660,6430,-3.45
50,6361,荏原製作所,5349,5153,-3.66
51,3132,マクニカHD,3353,3230,-3.67
52,6526,ソシオネクスト,2392,2302,-3.74
53,6254,野村マイクロ・サイエンス,4860,4675,-3.81
54,6728,アルバック,9608,9234,-3.89
55,9984,ソフトバンクグループ,5593,5361,-4.15
56,8035,東京エレクトロン,49260,47160,-4.26
57,4476,AI CROSS,1090,1042,-4.4
58,6315,TOWA,2757,2629,-4.64
59,5802,住友電気工業,11380,10840,-4.75
60,5016,JX金属,4050,3850,-4.94
61,6616,トレックス・セミコンダクター,2612,2481,-5.02
62,6723,ルネサス,3700,3509,-5.16
63,6503,三菱電,6350,6020,-5.2
64,5985,サンコール,1676,1585,-5.43
65,6920,レーザーテック,38190,36060,-5.58
66,6965,浜松ホトニクス,2867,2686,-6.33
67,6890,フェローテック,9200,8550,-7.07
68,4980,デクセリアルズ（テクセリアルズ）,4187,3872,-7.52
69,5805,SWCC,14810,13680,-7.63
70,5801,古河電気工業,54840,50250,-8.37
71,6871,日本マイクロニクス,15690,14210,-9.43
72,6834,精工技研,28880,26040,-9.83
73,6941,山一電機,9530,8530,-10.49
74,6777,santec,32300,27650,-14.4
75,5803,フジクラ,5653,4695,-16.95
