順位,コード,銘柄名,開始価格(2026/05/01),終了価格(2026/05/07),上昇率(%)
1,3436,SUMCO,2533,3033,19.74
2,285A,キオクシアホールディングス,36410,43410,19.23
3,9984,ソフトバンクグループ,5424,6424,18.44
4,5802,住友電気工業,9900,11345,14.6
5,5985,サンコール,1718,1945,13.21
6,6890,フェローテック,8090,9150,13.1
7,6723,ルネサス,3205,3623,13.04
8,6524,湖北工業,5600,6300,12.5
9,5801,古河電気工業,41190,46300,12.41
10,6871,日本マイクロニクス,12560,14080,12.1
11,5803,フジクラ,5808,6498,11.88
12,6834,精工技研,28950,32150,11.05
13,4004,レゾナックHD,14045,15590,11.0
14,6254,野村マイクロ・サイエンス,3675,4070,10.75
15,5016,JX金属,4770,5276,10.61
16,6361,荏原製作所,5242,5763,9.94
17,6981,村田製作所,5138,5648,9.93
18,4186,東京応化工業,8931,9744,9.1
19,8035,東京エレクトロン,47450,51720,9.0
20,5805,SWCC,15320,16680,8.88
21,7735,SCREENホールディングス,10390,11300,8.76
22,4063,信越化学工業,7104,7711,8.54
23,6315,TOWA,3050,3305,8.36
24,7912,大日印,2960,3200,8.09
25,6976,太陽誘電,6143,6630,7.93
26,7713,シグマ光機,1914,2063,7.82
27,6525,KOUSAI ELECTRIC,6500,7007,7.8
28,4369,トリケミカル,3085,3300,6.97
29,6963,ローム,3487,3729,6.94
30,6857,アドバンテスト,27815,29715,6.83
31,4180,Appier Group,897,958,6.8
32,6728,アルバック,9822,10485,6.75
33,6965,浜松ホトニクス,2006,2140,6.68
34,6323,ローツェ,3704,3950,6.64
35,4980,デクセリアルズ（テクセリアルズ）,2481,2642,6.51
36,6504,富士電機,13180,14035,6.49
37,6526,ソシオネクスト,1928,2050,6.38
38,4425,Kudan,2544,2702,6.21
39,6503,三菱電,6071,6448,6.21
40,6613,QDレーザ,1419,1506,6.13
41,6146,ディスコ,72250,76590,6.01
42,6754,アンリツ,3858,4090,6.01
43,7729,東京精密,17355,18305,5.47
44,6702,富士通,3075,3240,5.37
45,6941,山一電機,10120,10630,5.04
46,6920,レーザーテック,42930,44920,4.64
47,5333,ＮＧＫ,5121,5345,4.37
48,6762,TDK,2776,2896,4.34
49,4203,住友ベークライト,5433,5666,4.29
50,5232,住阪セメ,3910,4059,3.81
51,6971,京セラ,2746,2851,3.8
52,6806,ヒロセ電,21620,22395,3.58
53,3132,マクニカHD,2594,2682,3.37
54,7911,TOPPANHD,5080,5249,3.33
55,7731,ニコン,1800,1856,3.11
56,6616,トレックス・セミコンダクター,1976,2037,3.09
57,4272,日本化薬,1725,1775,2.9
58,6707,サンケン電気,9663,9891,2.36
59,4021,日産化学,6750,6906,2.31
60,5819,カナレ電気,1788,1824,2.01
61,4488,AI inside,2613,2665,1.99
62,8154,加賀電子,4210,4285,1.78
63,4401,ADEKA,3864,3928,1.66
64,6777,santec,27830,28230,1.44
65,4626,太陽ホールディングス,4817,4878,1.27
66,6501,日立,4795,4850,1.15
67,4043,トクヤマ,4184,4196,0.29
68,6167,冨士ダイス,1000,1002,0.2
69,3993,PKSH Technology,3280,3285,0.15
70,6758,ソニーグループ,3127,3130,0.1
71,4476,AI CROSS,1116,1116,0.0
72,6701,NEC,4035,4028,-0.17
73,9432,NTT,152,151,-0.79
74,6721,ウインテスト,106,105,-0.94
75,7741,HOYA,27830,27510,-1.15
