順位,コード,銘柄名,開始価格(2026/05/20),終了価格(2026/05/21),上昇率(%)
1,9984,ソフトバンクグループ,5039,6039,19.85
2,6526,ソシオネクスト,2216,2637,18.97
3,6525,KOUSAI ELECTRIC,6252,7005,12.04
4,6981,村田製作所,6164,6727,9.13
5,6504,富士電機,14065,15330,8.99
6,4980,デクセリアルズ（テクセリアルズ）,3751,4085,8.9
7,6871,日本マイクロニクス,13820,15040,8.83
8,4004,レゾナックHD,15910,17310,8.8
9,6723,ルネサス,3500,3785,8.14
10,285A,キオクシアホールディングス,51290,55340,7.9
11,6323,ローツェ,3487,3752,7.6
12,6146,ディスコ,61340,65650,7.03
13,6920,レーザーテック,35650,38060,6.76
14,6762,TDK,2943,3141,6.73
15,4186,東京応化工業,9944,10570,6.3
16,8035,東京エレクトロン,46100,48800,5.86
17,6503,三菱電,5747,6069,5.6
18,4043,トクヤマ,4164,4381,5.21
19,6963,ローム,4185,4397,5.07
20,4203,住友ベークライト,6310,6619,4.9
21,7729,東京精密,15630,16395,4.89
22,5985,サンコール,1517,1590,4.81
23,5803,フジクラ,4295,4501,4.8
24,5333,ＮＧＫ,5456,5700,4.47
25,6501,日立,4908,5123,4.38
26,6857,アドバンテスト,25625,26745,4.37
27,5016,JX金属,3779,3928,3.94
28,6254,野村マイクロ・サイエンス,4415,4585,3.85
29,4180,Appier Group,915,950,3.83
30,4401,ADEKA,3940,4086,3.71
31,6976,太陽誘電,7861,8145,3.61
32,3132,マクニカHD,3057,3161,3.4
33,6728,アルバック,8905,9199,3.3
34,6315,TOWA,2596,2680,3.24
35,6616,トレックス・セミコンダクター,2446,2525,3.23
36,6707,サンケン電気,9089,9367,3.06
37,4369,トリケミカル,3255,3335,2.46
38,7731,ニコン,1923,1966,2.21
39,4272,日本化薬,2030,2072,2.12
40,8154,加賀電子,4055,4140,2.1
41,6361,荏原製作所,4935,5036,2.05
42,6754,アンリツ,4381,4468,1.99
43,5802,住友電気工業,10525,10730,1.95
44,3436,SUMCO,3020,3078,1.92
45,5232,住阪セメ,4752,4836,1.77
46,7911,TOPPANHD,4365,4442,1.76
47,7735,SCREENホールディングス,10545,10730,1.75
48,7713,シグマ光機,1965,1998,1.66
49,4488,AI inside,2259,2295,1.59
50,6965,浜松ホトニクス,2634,2674,1.52
51,3993,PKSH Technology,2715,2753,1.4
52,6721,ウインテスト,93,94,1.08
53,4476,AI CROSS,1000,1009,0.9
54,5819,カナレ電気,1767,1781,0.79
55,6971,京セラ,2921,2940,0.65
56,4626,太陽ホールディングス,4815,4836,0.44
57,5805,SWCC,13070,13120,0.38
58,7741,HOYA,26500,26580,0.3
59,6806,ヒロセ電,23440,23485,0.19
60,4063,信越化学工業,6845,6857,0.18
61,7912,大日印,2738,2738,0.04
62,6702,富士通,3263,3259,-0.12
63,6701,NEC,4140,4125,-0.36
64,6890,フェローテック,8760,8720,-0.46
65,6524,湖北工業,6310,6280,-0.48
66,6167,冨士ダイス,985,978,-0.71
67,4021,日産化学,7189,7119,-0.97
68,6758,ソニーグループ,3606,3554,-1.44
69,4425,Kudan,1949,1917,-1.64
70,6834,精工技研,25620,25190,-1.68
71,6613,QDレーザ,2645,2600,-1.7
72,9432,NTT,156,154,-1.79
73,6941,山一電機,8150,7930,-2.7
74,5801,古河電気工業,50860,49280,-3.11
75,6777,santec,26860,26020,-3.13
