順位,コード,銘柄名,開始価格(2026/05/07),終了価格(2026/05/08),上昇率(%)
1,6613,QDレーザ,1506,1853,23.04
2,3436,SUMCO,3033,3578,17.97
3,6254,野村マイクロ・サイエンス,4070,4480,10.07
4,5985,サンコール,1945,2124,9.2
5,4425,Kudan,2702,2930,8.44
6,6526,ソシオネクスト,2050,2204,7.49
7,6616,トレックス・セミコンダクター,2037,2155,5.79
8,6504,富士電機,14035,14800,5.45
9,6525,KOUSAI ELECTRIC,7007,7358,5.01
10,6524,湖北工業,6300,6610,4.92
11,6890,フェローテック,9150,9580,4.7
12,6963,ローム,3729,3899,4.56
13,7713,シグマ光機,2063,2154,4.42
14,4488,AI inside,2665,2782,4.39
15,6702,富士通,3240,3382,4.38
16,6701,NEC,4028,4200,4.27
17,4180,Appier Group,958,997,4.07
18,6981,村田製作所,5648,5850,3.58
19,6754,アンリツ,4090,4233,3.5
20,4476,AI CROSS,1116,1153,3.32
21,3132,マクニカHD,2682,2765,3.11
22,4980,デクセリアルズ（テクセリアルズ）,2642,2720,2.91
23,4043,トクヤマ,4196,4313,2.79
24,5016,JX金属,5276,5416,2.65
25,4004,レゾナックHD,15590,16000,2.63
26,7729,東京精密,18305,18765,2.51
27,6965,浜松ホトニクス,2140,2194,2.5
28,285A,キオクシアホールディングス,43410,44490,2.49
29,6315,TOWA,3305,3380,2.27
30,3993,PKSH Technology,3285,3345,1.83
31,6501,日立,4850,4938,1.81
32,5805,SWCC,16680,16930,1.5
33,6941,山一電機,10630,10780,1.41
34,8035,東京エレクトロン,51720,52450,1.41
35,7731,ニコン,1856,1880,1.32
36,5803,フジクラ,6498,6582,1.29
37,8154,加賀電子,4285,4340,1.28
38,6728,アルバック,10485,10600,1.1
39,6721,ウインテスト,105,106,0.95
40,6762,TDK,2896,2924,0.95
41,4369,トリケミカル,3300,3330,0.91
42,7911,TOPPANHD,5249,5297,0.91
43,7735,SCREENホールディングス,11300,11380,0.71
44,6834,精工技研,32150,32350,0.62
45,6857,アドバンテスト,29715,29885,0.57
46,5333,ＮＧＫ,5345,5374,0.54
47,6976,太陽誘電,6630,6663,0.5
48,4626,太陽ホールディングス,4878,4900,0.45
49,6503,三菱電,6448,6460,0.19
50,4401,ADEKA,3928,3930,0.05
51,7741,HOYA,27510,27470,-0.15
52,4021,日産化学,6906,6892,-0.2
53,6167,冨士ダイス,1002,1000,-0.2
54,6361,荏原製作所,5763,5750,-0.23
55,5802,住友電気工業,11345,11305,-0.35
56,6871,日本マイクロニクス,14080,14030,-0.36
57,4272,日本化薬,1775,1768,-0.39
58,9432,NTT,151,150,-0.4
59,6758,ソニーグループ,3130,3114,-0.51
60,4186,東京応化工業,9744,9688,-0.57
61,6806,ヒロセ電,22395,22260,-0.6
62,5819,カナレ電気,1824,1807,-0.93
63,7912,大日印,3200,3161,-1.22
64,6971,京セラ,2851,2814,-1.28
65,6323,ローツェ,3950,3898,-1.32
66,6777,santec,28230,27720,-1.81
67,5232,住阪セメ,4059,3982,-1.9
68,6146,ディスコ,76590,75000,-2.08
69,4203,住友ベークライト,5666,5546,-2.12
70,6920,レーザーテック,44920,43770,-2.56
71,6723,ルネサス,3623,3530,-2.57
72,6707,サンケン電気,9891,9619,-2.75
73,4063,信越化学工業,7711,7480,-3.0
74,5801,古河電気工業,46300,44870,-3.09
75,9984,ソフトバンクグループ,6424,6131,-4.56
