順位,コード,銘柄名,開始価格(2026/05/13),終了価格(2026/05/14),上昇率(%)
1,4980,デクセリアルズ（テクセリアルズ）,2648,3149,18.9
2,6871,日本マイクロニクス,14500,16570,14.28
3,5232,住阪セメ,4613,5180,12.29
4,4401,ADEKA,4133,4555,10.21
5,6963,ローム,4000,4357,8.92
6,7735,SCREENホールディングス,11215,12205,8.83
7,7731,ニコン,2142,2326,8.64
8,6723,ルネサス,3575,3854,7.8
9,6707,サンケン電気,8687,9185,5.73
10,4180,Appier Group,1001,1057,5.59
11,6976,太陽誘電,6544,6910,5.59
12,6762,TDK,2916,3072,5.33
13,4004,レゾナックHD,17815,18690,4.91
14,6525,KOUSAI ELECTRIC,6170,6452,4.57
15,6981,村田製作所,6089,6339,4.11
16,6890,フェローテック,9430,9800,3.92
17,4369,トリケミカル,3510,3640,3.7
18,6524,湖北工業,6760,7010,3.7
19,4043,トクヤマ,4700,4865,3.51
20,4626,太陽ホールディングス,4773,4935,3.39
21,6315,TOWA,2688,2769,3.01
22,4021,日産化学,7194,7406,2.95
23,6616,トレックス・セミコンダクター,2320,2388,2.93
24,6526,ソシオネクスト,2235,2295,2.68
25,4186,東京応化工業,11265,11545,2.49
26,8154,加賀電子,4365,4450,1.95
27,6971,京セラ,2882,2935,1.86
28,6323,ローツェ,3946,3997,1.29
29,3132,マクニカHD,3194,3234,1.25
30,6857,アドバンテスト,28290,28615,1.15
31,5333,ＮＧＫ,5731,5787,0.98
32,4063,信越化学工業,7417,7476,0.8
33,6254,野村マイクロ・サイエンス,4325,4355,0.69
34,4203,住友ベークライト,6658,6700,0.63
35,7741,HOYA,27680,27670,-0.04
36,6361,荏原製作所,5740,5729,-0.19
37,6504,富士電機,15470,15435,-0.23
38,6965,浜松ホトニクス,2162,2157,-0.25
39,8035,東京エレクトロン,51340,51200,-0.27
40,9432,NTT,150,150,-0.27
41,6503,三菱電,6468,6436,-0.49
42,4425,Kudan,2925,2904,-0.72
43,5819,カナレ電気,1814,1801,-0.72
44,6806,ヒロセ電,24505,24285,-0.9
45,6754,アンリツ,4189,4144,-1.07
46,5801,古河電気工業,58130,57220,-1.57
47,6501,日立,4750,4671,-1.66
48,5985,サンコール,1917,1875,-2.19
49,3993,PKSH Technology,3375,3300,-2.22
50,3436,SUMCO,3505,3427,-2.23
51,6721,ウインテスト,102,99,-2.94
52,7911,TOPPANHD,5546,5372,-3.14
53,6777,santec,33000,31950,-3.18
54,6167,冨士ダイス,1056,1021,-3.31
55,6701,NEC,4190,4049,-3.37
56,7713,シグマ光機,2062,1992,-3.41
57,6702,富士通,3356,3240,-3.46
58,6834,精工技研,35400,34150,-3.53
59,6613,QDレーザ,1641,1579,-3.78
60,6146,ディスコ,72840,70000,-3.9
61,6728,アルバック,10440,10030,-3.93
62,4272,日本化薬,2180,2094,-3.97
63,9984,ソフトバンクグループ,6012,5770,-4.03
64,285A,キオクシアホールディングス,50500,48460,-4.04
65,5016,JX金属,4651,4447,-4.39
66,6920,レーザーテック,42490,40560,-4.54
67,7729,東京精密,18690,17765,-4.95
68,5802,住友電気工業,12775,12105,-5.24
69,6758,ソニーグループ,3660,3444,-5.9
70,4476,AI CROSS,1117,1019,-8.77
71,4488,AI inside,2623,2370,-9.65
72,5805,SWCC,19030,16990,-10.72
73,7912,大日印,3264,2896,-11.29
74,6941,山一電機,11180,9890,-11.54
75,5803,フジクラ,7855,6355,-19.1
