7014,名村造船所
4617,中国塗料
6023,ダイハツインフィニアーズ
6496,中北製作所
7711,助川電機
6258,平田機工
6946,日本アビオニクス
7721,東京計器
6637,寺崎電機産業
6203,豊和工業
