順位,コード,銘柄名,開始価格(2026/04/20),終了価格(2026/05/20),上昇率(%)
1,285A,キオクシアホールディングス,30510,51290,68.11
2,6613,QDレーザ,1585,2645,66.88
3,4980,デクセリアルズ（テクセリアルズ）,2450,3751,53.07
4,3436,SUMCO,2110,3020,43.13
5,6965,浜松ホトニクス,1952,2634,34.91
6,6890,フェローテック,6700,8760,30.75
7,6981,村田製作所,4738,6164,30.1
8,6524,湖北工業,4945,6310,27.6
9,4004,レゾナックHD,12500,15910,27.28
10,3132,マクニカHD,2406,3057,27.08
11,6754,アンリツ,3466,4381,26.4
12,6976,太陽誘電,6222,7861,26.34
13,4203,住友ベークライト,5161,6310,22.26
14,5333,ＮＧＫ,4521,5456,20.68
15,6526,ソシオネクスト,1842,2216,20.3
16,6504,富士電機,11780,14065,19.4
17,6616,トレックス・セミコンダクター,2051,2446,19.26
18,5801,古河電気工業,43070,50860,18.09
19,6723,ルネサス,2972,3500,17.75
20,5232,住阪セメ,4084,4752,16.36
21,6762,TDK,2542,2943,15.77
22,6254,野村マイクロ・サイエンス,3845,4415,14.82
23,4272,日本化薬,1772,2030,14.56
24,4021,日産化学,6470,7189,11.11
25,4186,東京応化工業,8960,9944,10.98
26,6963,ローム,3811,4185,9.81
27,6871,日本マイクロニクス,12660,13820,9.16
28,4043,トクヤマ,3822,4164,8.95
29,6806,ヒロセ電,21555,23440,8.75
30,6758,ソニーグループ,3384,3606,6.56
31,6971,京セラ,2754,2921,6.06
32,9984,ソフトバンクグループ,4774,5039,5.55
33,5802,住友電気工業,9976,10525,5.5
34,7713,シグマ光機,1863,1965,5.48
35,4369,トリケミカル,3110,3255,4.66
36,8035,東京エレクトロン,44250,46100,4.18
37,6707,サンケン電気,8773,9089,3.6
38,9432,NTT,154,156,1.95
39,4063,信越化学工業,6773,6845,1.06
40,4626,太陽ホールディングス,4800,4815,0.31
41,7735,SCREENホールディングス,10575,10545,-0.28
42,4401,ADEKA,3963,3940,-0.58
43,8154,加賀電子,4090,4055,-0.86
44,6315,TOWA,2620,2596,-0.92
45,7731,ニコン,1950,1923,-1.38
46,4180,Appier Group,938,915,-2.45
47,6323,ローツェ,3624,3487,-3.78
48,6361,荏原製作所,5131,4935,-3.82
49,7729,東京精密,16250,15630,-3.82
50,6701,NEC,4327,4140,-4.32
51,6501,日立,5153,4908,-4.75
52,4476,AI CROSS,1053,1000,-5.03
53,6857,アドバンテスト,27100,25625,-5.44
54,7911,TOPPANHD,4623,4365,-5.58
55,6503,三菱電,6088,5747,-5.6
56,4488,AI inside,2397,2259,-5.76
57,6167,冨士ダイス,1047,985,-5.92
58,6525,KOUSAI ELECTRIC,6738,6252,-7.21
59,5805,SWCC,14090,13070,-7.24
60,5819,カナレ電気,1910,1767,-7.49
61,6777,santec,29280,26860,-8.27
62,6728,アルバック,9758,8905,-8.74
63,5985,サンコール,1674,1517,-9.38
64,7912,大日印,3032,2738,-9.71
65,7741,HOYA,29645,26500,-10.61
66,6702,富士通,3753,3263,-13.06
67,6721,ウインテスト,107,93,-13.08
68,3993,PKSH Technology,3130,2715,-13.26
69,6920,レーザーテック,42120,35650,-15.36
70,6146,ディスコ,72950,61340,-15.92
71,6834,精工技研,31450,25620,-18.54
72,5016,JX金属,4817,3779,-21.55
73,6941,山一電機,10450,8150,-22.01
74,5803,フジクラ,5529,4295,-22.32
75,4425,Kudan,2646,1949,-26.34
