順位,コード,銘柄名,開始価格(2026/04/20),終了価格(2026/05/19),上昇率(%)
1,6613,QDレーザ,1585,2626,65.68
2,285A,キオクシアホールディングス,30510,49770,63.13
3,4980,デクセリアルズ（テクセリアルズ）,2450,3872,58.01
4,3436,SUMCO,2110,2960,40.28
5,6965,浜松ホトニクス,1952,2686,37.58
6,3132,マクニカHD,2406,3230,34.28
7,6981,村田製作所,4738,6180,30.43
8,4004,レゾナックHD,12500,16300,30.4
9,6524,湖北工業,4945,6430,30.03
10,6890,フェローテック,6700,8550,27.61
11,6526,ソシオネクスト,1842,2302,24.94
12,6976,太陽誘電,6222,7768,24.85
13,6504,富士電機,11780,14605,23.98
14,4203,住友ベークライト,5161,6318,22.42
15,6254,野村マイクロ・サイエンス,3845,4675,21.59
16,5333,ＮＧＫ,4521,5493,21.5
17,6616,トレックス・セミコンダクター,2051,2481,20.97
18,6754,アンリツ,3466,4144,19.56
19,6723,ルネサス,2972,3509,18.05
20,5232,住阪セメ,4084,4804,17.63
21,6762,TDK,2542,2986,17.45
22,5801,古河電気工業,43070,50250,16.67
23,4272,日本化薬,1772,2060,16.26
24,4043,トクヤマ,3822,4337,13.47
25,4186,東京応化工業,8960,10120,12.95
26,7713,シグマ光機,1863,2093,12.33
27,9984,ソフトバンクグループ,4774,5361,12.3
28,6871,日本マイクロニクス,12660,14210,12.24
29,6806,ヒロセ電,21555,24160,12.09
30,4021,日産化学,6470,7202,11.31
31,6758,ソニーグループ,3384,3720,9.93
32,5802,住友電気工業,9976,10840,8.66
33,6963,ローム,3811,4130,8.37
34,4180,Appier Group,938,1006,7.25
35,4369,トリケミカル,3110,3330,7.07
36,8035,東京エレクトロン,44250,47160,6.58
37,6971,京セラ,2754,2912,5.72
38,6707,サンケン電気,8773,9224,5.14
39,4063,信越化学工業,6773,7032,3.82
40,7731,ニコン,1950,2020,3.56
41,8154,加賀電子,4090,4210,2.93
42,9432,NTT,154,155,1.17
43,4626,太陽ホールディングス,4800,4854,1.12
44,4401,ADEKA,3963,4000,0.93
45,6361,荏原製作所,5131,5153,0.43
46,6315,TOWA,2620,2629,0.34
47,7735,SCREENホールディングス,10575,10520,-0.52
48,6701,NEC,4327,4297,-0.69
49,6323,ローツェ,3624,3597,-0.75
50,4476,AI CROSS,1053,1042,-1.04
51,6503,三菱電,6088,6020,-1.12
52,6525,KOUSAI ELECTRIC,6738,6600,-2.05
53,7729,東京精密,16250,15915,-2.06
54,5805,SWCC,14090,13680,-2.91
55,4488,AI inside,2397,2313,-3.5
56,6167,冨士ダイス,1047,1009,-3.63
57,6501,日立,5153,4944,-4.06
58,7911,TOPPANHD,4623,4395,-4.93
59,5985,サンコール,1674,1585,-5.32
60,6728,アルバック,9758,9234,-5.37
61,6777,santec,29280,27650,-5.57
62,5819,カナレ電気,1910,1791,-6.23
63,6857,アドバンテスト,27100,25290,-6.68
64,6721,ウインテスト,107,99,-7.48
65,7912,大日印,3032,2781,-8.28
66,7741,HOYA,29645,26895,-9.28
67,3993,PKSH Technology,3130,2818,-9.97
68,6702,富士通,3753,3332,-11.22
69,6920,レーザーテック,42120,36060,-14.39
70,5803,フジクラ,5529,4695,-15.08
71,6146,ディスコ,72950,61600,-15.56
72,6834,精工技研,31450,26040,-17.2
73,4425,Kudan,2646,2169,-18.03
74,6941,山一電機,10450,8530,-18.37
75,5016,JX金属,4817,3850,-20.07
