順位,コード,銘柄名,開始価格(2026/04/17),終了価格(2026/05/18),上昇率(%)
1,6981,村田製作所,4600,6171,34.15
2,6723,ルネサスエレクトロニクス,2795,3700,32.38
3,6954,ファナック,6228,7966,27.91
4,9984,ソフトバンクグループ,4527,5593,23.55
5,6861,キーエンス,62810,76830,22.32
6,6098,リクルートホールディングス,7524,9122,21.24
7,8053,住友商事,6015,7257,20.65
8,6752,パナソニック ホールディングス,2897,3348,15.57
9,8591,オリックス,5010,5778,15.33
10,5802,住友電気工業,9976,11380,14.07
11,6762,ＴＤＫ,2616,2978,13.82
12,2802,味の素,4574,5193,13.53
13,8015,豊田通商,6241,7064,13.19
14,6367,ダイキン工業,21315,24020,12.69
15,8035,東京エレクトロン,44010,49260,11.93
16,8058,三菱商事,4952,5500,11.07
17,8750,第一生命ホールディングス,1460,1615,10.65
18,7733,オリンパス,1584,1744,10.14
19,8766,東京海上ホールディングス,6933,7627,10.01
20,6178,日本郵政,1872,2054,9.69
21,6503,三菱電機,5799,6350,9.5
22,2914,日本たばこ産業,5800,6343,9.36
23,6326,クボタ,2571,2810,9.32
24,7182,ゆうちょ銀行,2732,2978,9.01
25,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4055,4420,9.0
26,4578,大塚ホールディングス,10530,11180,6.17
27,6758,ソニーグループ,3395,3596,5.92
28,9020,東日本旅客鉄道,3478,3682,5.87
29,3407,旭化成,1602,1690,5.49
30,6971,京セラ,2688,2834,5.43
31,4543,テルモ,2175,2279,4.78
32,8306,三菱ＵＦＪフィナンシャル・グループ,2870,2995,4.36
33,8630,ＳＯＭＰＯホールディングス,5898,6134,4.0
34,9433,ＫＤＤＩ,2590,2688,3.78
35,7267,本田技研工業,1300,1342,3.23
36,8308,りそなホールディングス,1966,2020,2.75
37,8316,三井住友フィナンシャルグループ,5598,5732,2.39
38,7309,シマノ,17015,17410,2.32
39,4188,三菱ケミカルグループ,989,1008,1.88
40,8309,三井住友トラスト・ホールディングス,5376,5464,1.64
41,4063,信越化学工業,6907,7013,1.53
42,8031,三井物産,5800,5883,1.43
43,8001,伊藤忠商事,1970,1993,1.17
44,9735,セコム,6061,6127,1.09
45,2503,キリンホールディングス,2592,2602,0.35
46,9434,ソフトバンク,224,225,0.31
47,6201,豊田自動織機,20440,20450,0.05
48,4901,富士フイルムホールディングス,3166,3148,-0.57
49,9432,日本電信電話,154,152,-1.04
50,5108,ブリヂストン,3370,3330,-1.19
51,5020,ＥＮＥＯＳホールディングス,1375,1358,-1.24
52,4452,花王,6008,5916,-1.53
53,5803,フジクラ,5762,5653,-1.89
54,8729,ソニーフィナンシャルグループ,150,146,-2.34
55,7201,日産自動車,365,356,-2.55
56,7936,アシックス,4595,4436,-3.46
57,8411,みずほフィナンシャルグループ,6768,6525,-3.59
58,8002,丸紅,5853,5638,-3.67
59,9202,ＡＮＡホールディングス,2821,2717,-3.69
60,6701,日本電気,4328,4162,-3.84
61,1928,積水ハウス,3481,3339,-4.08
62,7741,ＨＯＹＡ,28995,27725,-4.38
63,6920,レーザーテック,39950,38190,-4.41
64,6902,デンソー,1926,1838,-4.54
65,8113,ユニ・チャーム,977,932,-4.56
66,6273,ＳＭＣ,70100,66780,-4.74
67,4689,ＬＩＮＥヤフー,428,407,-4.79
68,9983,ファーストリテイリング,74050,70190,-5.21
69,4507,塩野義製薬,3220,3049,-5.31
70,4519,中外製薬,8349,7885,-5.56
71,6301,小松製作所,6700,6322,-5.64
72,7751,キヤノン,4485,4232,-5.64
73,7270,ＳＵＢＡＲＵ,2538,2385,-6.01
74,4502,武田薬品工業,5586,5249,-6.03
75,7011,三菱重工業,4371,4102,-6.15
76,6857,アドバンテスト,27870,26150,-6.17
77,8604,野村ホールディングス,1334,1248,-6.45
78,2502,アサヒグループホールディングス,1652,1544,-6.57
79,4307,野村総合研究所,4886,4561,-6.65
80,7269,スズキ,1895,1769,-6.65
81,6501,日立製作所,5157,4808,-6.77
82,9104,商船三井,6307,5851,-7.23
83,1925,大和ハウス工業,4852,4483,-7.61
84,5401,日本製鉄,595,549,-7.73
85,7832,バンダイナムコホールディングス,3935,3623,-7.93
86,8697,日本取引所グループ,1900,1748,-8.03
87,3382,セブン＆アイ・ホールディングス,2054,1878,-8.57
88,9101,日本郵船,6096,5558,-8.83
89,9021,西日本旅客鉄道,3029,2736,-9.69
90,4503,アステラス製薬,2554,2300,-9.93
91,4568,第一三共,2939,2620,-10.84
92,8802,三菱地所,4495,3993,-11.17
93,7203,トヨタ自動車,3343,2954,-11.62
94,6146,ディスコ,72900,63500,-12.89
95,8801,三井不動産,1731,1498,-13.46
96,6702,富士通,3770,3231,-14.3
97,8830,住友不動産,4653,3981,-14.44
98,9022,東海旅客鉄道,4195,3557,-15.21
99,8267,イオン,1704,1421,-16.61
100,7974,任天堂,8615,7182,-16.63
101,4661,オリエンタルランド,2635,2136,-18.92
