順位,コード,銘柄名,開始価格(2026/04/27),終了価格(2026/05/26),上昇率(%)
1,6981,村田製作所,4916,8077,64.3
2,6723,ルネサスエレクトロニクス,3124,4589,46.9
3,6098,リクルートホールディングス,7302,9824,34.54
4,9984,ソフトバンクグループ,5844,7841,34.17
5,6762,ＴＤＫ,2718,3627,33.44
6,8591,オリックス,4871,6362,30.61
7,8053,住友商事,5693,7360,29.28
8,4188,三菱ケミカルグループ,910,1118,22.94
9,7182,ゆうちょ銀行,2540,3050,20.1
10,8750,第一生命ホールディングス,1398,1672,19.52
11,5802,住友電気工業,10060,11940,18.69
12,6971,京セラ,2658,3146,18.36
13,6178,日本郵政,1758,2080,18.35
14,6752,パナソニック ホールディングス,3103,3607,16.24
15,6954,ファナック,7256,8399,15.75
16,4543,テルモ,2025,2334,15.28
17,3407,旭化成,1520,1750,15.2
18,9735,セコム,5674,6514,14.8
19,7733,オリンパス,1556,1776,14.18
20,8308,りそなホールディングス,1838,2084,13.41
21,8015,豊田通商,6205,6996,12.75
22,8316,三井住友フィナンシャルグループ,5404,6065,12.23
23,2802,味の素,4786,5344,11.66
24,8411,みずほフィナンシャルグループ,6598,7359,11.53
25,6758,ソニーグループ,3188,3548,11.29
26,8309,三井住友トラスト・ホールディングス,5107,5661,10.85
27,2503,キリンホールディングス,2486,2753,10.72
28,8306,三菱ＵＦＪフィナンシャル・グループ,2788,3061,9.79
29,4901,富士フイルムホールディングス,2880,3155,9.57
30,8035,東京エレクトロン,47100,51420,9.17
31,7267,本田技研工業,1292,1407,8.86
32,6326,クボタ,2492,2700,8.35
33,9202,ＡＮＡホールディングス,2667,2890,8.34
34,7201,日産自動車,351,380,8.21
35,7269,スズキ,1776,1921,8.16
36,6503,三菱電機,6048,6539,8.12
37,8697,日本取引所グループ,1842,1990,8.01
38,8058,三菱商事,4810,5186,7.82
39,6367,ダイキン工業,21475,23135,7.73
40,4578,大塚ホールディングス,10645,11435,7.42
41,8729,ソニーフィナンシャルグループ,132,142,7.17
42,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,3931,4202,6.89
43,2914,日本たばこ産業,5781,6119,5.85
44,6861,キーエンス,73180,77120,5.38
45,7751,キヤノン,4005,4209,5.09
46,9983,ファーストリテイリング,71870,75510,5.06
47,4568,第一三共,2602,2706,3.98
48,9433,ＫＤＤＩ,2518,2616,3.91
49,9020,東日本旅客鉄道,3427,3551,3.62
50,4307,野村総合研究所,4409,4564,3.52
51,8604,野村ホールディングス,1230,1269,3.13
52,8766,東京海上ホールディングス,7164,7356,2.68
53,4519,中外製薬,7445,7586,1.89
54,5108,ブリヂストン,3301,3361,1.82
55,7309,シマノ,16275,16565,1.78
56,7936,アシックス,4478,4554,1.7
57,7270,ＳＵＢＡＲＵ,2440,2466,1.07
58,4063,信越化学工業,6949,7022,1.05
59,8630,ＳＯＭＰＯホールディングス,5695,5742,0.83
60,5020,ＥＮＥＯＳホールディングス,1284,1288,0.27
61,6201,豊田自動織機,20465,20470,0.02
62,4452,花王,5953,5941,-0.2
63,8001,伊藤忠商事,1926,1915,-0.57
64,9434,ソフトバンク,218,216,-0.69
65,9432,日本電信電話,151,150,-0.99
66,1928,積水ハウス,3390,3345,-1.33
67,7832,バンダイナムコホールディングス,3682,3631,-1.39
68,7203,トヨタ自動車,3067,3022,-1.47
69,6902,デンソー,1884,1850,-1.75
70,2502,アサヒグループホールディングス,1532,1501,-2.02
71,5401,日本製鉄,569,558,-2.02
72,3382,セブン＆アイ・ホールディングス,1878,1839,-2.1
73,4689,ＬＩＮＥヤフー,410,401,-2.22
74,4507,塩野義製薬,3075,2992,-2.68
75,4502,武田薬品工業,5218,5060,-3.03
76,8113,ユニ・チャーム,939,908,-3.24
77,9104,商船三井,5773,5554,-3.79
78,8031,三井物産,5690,5381,-5.43
79,6501,日立製作所,5356,5056,-5.6
80,9101,日本郵船,5580,5254,-5.84
81,4503,アステラス製薬,2386,2234,-6.37
82,8802,三菱地所,4423,4133,-6.56
83,6301,小松製作所,7053,6530,-7.42
84,1925,大和ハウス工業,4768,4402,-7.68
85,8267,イオン,1547,1428,-7.69
86,6920,レーザーテック,45770,41680,-8.94
87,8801,三井不動産,1701,1544,-9.2
88,8002,丸紅,5910,5348,-9.51
89,4661,オリエンタルランド,2388,2156,-9.72
90,7741,ＨＯＹＡ,28940,25970,-10.26
91,7974,任天堂,7893,7060,-10.55
92,9021,西日本旅客鉄道,2945,2630,-10.7
93,6701,日本電気,4625,4113,-11.07
94,6273,ＳＭＣ,75480,66960,-11.29
95,6702,富士通,3825,3370,-11.9
96,6146,ディスコ,76030,66910,-12.0
97,9022,東海旅客鉄道,4052,3547,-12.46
98,8830,住友不動産,4676,3956,-15.4
99,7011,三菱重工業,4689,3944,-15.89
100,5803,フジクラ,6347,5329,-16.04
101,6857,アドバンテスト,31500,26075,-17.22
