順位,コード,銘柄名,開始価格(2026/04/27),終了価格(2026/05/28),上昇率(%)
1,6981,村田製作所,4916,8538,73.68
2,6762,ＴＤＫ,2718,3796,39.66
3,6098,リクルートホールディングス,7302,10185,39.48
4,6723,ルネサスエレクトロニクス,3124,4306,37.84
5,8591,オリックス,4871,6124,25.72
6,8053,住友商事,5693,7105,24.8
7,6971,京セラ,2658,3271,23.06
8,4188,三菱ケミカルグループ,910,1116,22.72
9,9984,ソフトバンクグループ,5844,7125,21.92
10,5802,住友電気工業,10060,11955,18.84
11,4543,テルモ,2025,2400,18.49
12,7733,オリンパス,1556,1822,17.1
13,7182,ゆうちょ銀行,2540,2960,16.58
14,8750,第一生命ホールディングス,1398,1628,16.37
15,3407,旭化成,1520,1756,15.53
16,6178,日本郵政,1758,2030,15.48
17,4901,富士フイルムホールディングス,2880,3322,15.37
18,6752,パナソニック ホールディングス,3103,3544,14.21
19,9735,セコム,5674,6462,13.89
20,7201,日産自動車,351,399,13.68
21,6326,クボタ,2492,2810,12.8
22,7267,本田技研工業,1292,1442,11.53
23,8035,東京エレクトロン,47100,52320,11.08
24,8308,りそなホールディングス,1838,2036,10.77
25,6954,ファナック,7256,7984,10.03
26,4307,野村総合研究所,4409,4832,9.59
27,2503,キリンホールディングス,2486,2721,9.43
28,6367,ダイキン工業,21475,23480,9.34
29,9983,ファーストリテイリング,71870,78380,9.06
30,8309,三井住友トラスト・ホールディングス,5107,5554,8.75
31,8015,豊田通商,6205,6729,8.44
32,6503,三菱電機,6048,6557,8.42
33,6758,ソニーグループ,3188,3451,8.25
34,8316,三井住友フィナンシャルグループ,5404,5849,8.23
35,9202,ＡＮＡホールディングス,2667,2886,8.21
36,7269,スズキ,1776,1919,8.05
37,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,3931,4245,7.99
38,9433,ＫＤＤＩ,2518,2714,7.78
39,2802,味の素,4786,5142,7.44
40,8729,ソニーフィナンシャルグループ,132,142,7.09
41,8411,みずほフィナンシャルグループ,6598,7065,7.08
42,8306,三菱ＵＦＪフィナンシャル・グループ,2788,2982,6.96
43,4063,信越化学工業,6949,7344,5.68
44,7751,キヤノン,4005,4225,5.49
45,2914,日本たばこ産業,5781,6098,5.48
46,8058,三菱商事,4810,5038,4.74
47,4578,大塚ホールディングス,10645,11140,4.65
48,4519,中外製薬,7445,7743,4.0
49,7936,アシックス,4478,4657,4.0
50,8630,ＳＯＭＰＯホールディングス,5695,5902,3.63
51,8697,日本取引所グループ,1842,1896,2.88
52,5108,ブリヂストン,3301,3392,2.76
53,6861,キーエンス,73180,75180,2.73
54,4568,第一三共,2602,2662,2.31
55,4452,花王,5953,6079,2.12
56,7309,シマノ,16275,16605,2.03
57,8604,野村ホールディングス,1230,1250,1.63
58,8113,ユニ・チャーム,939,954,1.6
59,4689,ＬＩＮＥヤフー,410,414,1.07
60,7270,ＳＵＢＡＲＵ,2440,2466,1.05
61,5020,ＥＮＥＯＳホールディングス,1284,1292,0.58
62,9020,東日本旅客鉄道,3427,3444,0.5
63,8766,東京海上ホールディングス,7164,7189,0.35
64,8001,伊藤忠商事,1926,1930,0.21
65,6902,デンソー,1884,1886,0.13
66,2502,アサヒグループホールディングス,1532,1531,-0.07
67,6201,豊田自動織機,20465,20450,-0.07
68,7832,バンダイナムコホールディングス,3682,3678,-0.11
69,9434,ソフトバンク,218,217,-0.28
70,9432,日本電信電話,151,150,-0.73
71,1928,積水ハウス,3390,3362,-0.83
72,5401,日本製鉄,569,564,-0.95
73,7203,トヨタ自動車,3067,3030,-1.21
74,4502,武田薬品工業,5218,5120,-1.88
75,3382,セブン＆アイ・ホールディングス,1878,1836,-2.29
76,4507,塩野義製薬,3075,2996,-2.55
77,6501,日立製作所,5356,5174,-3.4
78,9101,日本郵船,5580,5322,-4.62
79,4661,オリエンタルランド,2388,2250,-5.76
80,9104,商船三井,5773,5433,-5.89
81,8031,三井物産,5690,5327,-6.38
82,7741,ＨＯＹＡ,28940,26970,-6.81
83,6702,富士通,3825,3513,-8.16
84,1925,大和ハウス工業,4768,4374,-8.26
85,6301,小松製作所,7053,6422,-8.95
86,8802,三菱地所,4423,4018,-9.16
87,8267,イオン,1547,1402,-9.37
88,6273,ＳＭＣ,75480,67880,-10.07
89,4503,アステラス製薬,2386,2124,-10.96
90,9021,西日本旅客鉄道,2945,2620,-11.04
91,8801,三井不動産,1701,1505,-11.52
92,8002,丸紅,5910,5224,-11.61
93,6701,日本電気,4625,4086,-11.65
94,7974,任天堂,7893,6972,-11.67
95,6920,レーザーテック,45770,40110,-12.37
96,6146,ディスコ,76030,66350,-12.73
97,9022,東海旅客鉄道,4052,3471,-14.34
98,6857,アドバンテスト,31500,26340,-16.38
99,7011,三菱重工業,4689,3804,-18.87
100,5803,フジクラ,6347,5017,-20.95
101,8830,住友不動産,4676,3652,-21.9
