順位,コード,銘柄名,開始価格(2026/04/20),終了価格(2026/05/21),上昇率(%)
1,6981,村田製作所,4738,6727,41.98
2,6723,ルネサスエレクトロニクス,2972,3785,27.33
3,9984,ソフトバンクグループ,4774,6039,26.5
4,6098,リクルートホールディングス,7625,9564,25.43
5,8591,オリックス,5040,6241,23.83
6,6762,ＴＤＫ,2542,3141,23.56
7,6861,キーエンス,64030,76960,20.19
8,8053,住友商事,6000,7120,18.67
9,6954,ファナック,6503,7667,17.9
10,7182,ゆうちょ銀行,2710,3193,17.82
11,7733,オリンパス,1578,1848,17.07
12,6752,パナソニック ホールディングス,2982,3421,14.7
13,8750,第一生命ホールディングス,1459,1669,14.39
14,6178,日本郵政,1866,2134,14.33
15,2802,味の素,4607,5176,12.35
16,8035,東京エレクトロン,44250,48800,10.28
17,8058,三菱商事,4910,5411,10.2
18,3407,旭化成,1559,1709,9.62
19,4578,大塚ホールディングス,10685,11690,9.41
20,8308,りそなホールディングス,1954,2120,8.52
21,8015,豊田通商,6284,6811,8.39
22,8316,三井住友フィナンシャルグループ,5575,6031,8.18
23,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4026,4350,8.05
24,8411,みずほフィナンシャルグループ,6775,7301,7.76
25,2503,キリンホールディングス,2574,2771,7.67
26,2914,日本たばこ産業,5790,6233,7.65
27,5802,住友電気工業,9976,10730,7.56
28,8309,三井住友トラスト・ホールディングス,5307,5703,7.46
29,8766,東京海上ホールディングス,7175,7697,7.28
30,9735,セコム,6010,6430,6.99
31,8306,三菱ＵＦＪフィナンシャル・グループ,2870,3067,6.85
32,6971,京セラ,2754,2940,6.75
33,6367,ダイキン工業,22240,23675,6.45
34,4543,テルモ,2206,2332,5.74
35,6758,ソニーグループ,3384,3554,5.02
36,9020,東日本旅客鉄道,3517,3692,4.98
37,4188,三菱ケミカルグループ,962,1004,4.3
38,9433,ＫＤＤＩ,2626,2718,3.48
39,6326,クボタ,2615,2702,3.33
40,7267,本田技研工業,1341,1384,3.21
41,4063,信越化学工業,6773,6857,1.24
42,9434,ソフトバンク,223,224,0.67
43,4901,富士フイルムホールディングス,3180,3196,0.5
44,6201,豊田自動織機,20450,20500,0.24
45,9432,日本電信電話,154,154,0.13
46,8697,日本取引所グループ,1882,1877,-0.29
47,6503,三菱電機,6088,6069,-0.31
48,7309,シマノ,17105,17020,-0.5
49,6501,日立製作所,5153,5123,-0.58
50,6857,アドバンテスト,27100,26745,-1.31
51,8001,伊藤忠商事,1976,1949,-1.34
52,9983,ファーストリテイリング,74650,73300,-1.81
53,7936,アシックス,4609,4520,-1.93
54,4452,花王,6055,5934,-2.0
55,5020,ＥＮＥＯＳホールディングス,1338,1308,-2.24
56,8729,ソニーフィナンシャルグループ,147,144,-2.31
57,5108,ブリヂストン,3420,3327,-2.72
58,7270,ＳＵＢＡＲＵ,2569,2493,-2.96
59,8031,三井物産,5836,5662,-2.98
60,9202,ＡＮＡホールディングス,2882,2785,-3.37
61,2502,アサヒグループホールディングス,1643,1581,-3.77
62,8604,野村ホールディングス,1341,1290,-3.77
63,4689,ＬＩＮＥヤフー,429,412,-4.03
64,8113,ユニ・チャーム,977,938,-4.07
65,6701,日本電気,4327,4125,-4.67
66,7832,バンダイナムコホールディングス,3932,3748,-4.68
67,7201,日産自動車,379,361,-4.85
68,8630,ＳＯＭＰＯホールディングス,5876,5568,-5.24
69,1928,積水ハウス,3519,3326,-5.48
70,4307,野村総合研究所,4965,4681,-5.72
71,6902,デンソー,1962,1850,-5.73
72,7269,スズキ,1894,1780,-6.05
73,3382,セブン＆アイ・ホールディングス,2021,1894,-6.26
74,9104,商船三井,6106,5709,-6.5
75,9101,日本郵船,5908,5498,-6.94
76,4502,武田薬品工業,5575,5180,-7.09
77,4507,塩野義製薬,3213,2981,-7.22
78,7751,キヤノン,4490,4130,-8.02
79,5401,日本製鉄,600,546,-8.97
80,1925,大和ハウス工業,4912,4453,-9.34
81,6273,ＳＭＣ,71470,64770,-9.37
82,8002,丸紅,5885,5325,-9.52
83,6920,レーザーテック,42120,38060,-9.64
84,8802,三菱地所,4553,4110,-9.73
85,6146,ディスコ,72950,65650,-10.01
86,7741,ＨＯＹＡ,29645,26580,-10.34
87,9021,西日本旅客鉄道,3060,2722,-11.05
88,4568,第一三共,3000,2664,-11.18
89,4503,アステラス製薬,2570,2278,-11.36
90,4519,中外製薬,8844,7836,-11.4
91,6301,小松製作所,7000,6164,-11.94
92,7203,トヨタ自動車,3390,2978,-12.15
93,7011,三菱重工業,4506,3958,-12.16
94,8267,イオン,1716,1496,-12.77
95,6702,富士通,3753,3259,-13.16
96,8801,三井不動産,1753,1520,-13.29
97,7974,任天堂,8507,7274,-14.49
98,9022,東海旅客鉄道,4253,3535,-16.88
99,5803,フジクラ,5529,4501,-18.59
100,8830,住友不動産,4688,3806,-18.81
101,4661,オリエンタルランド,2644,2142,-18.99
