順位,コード,銘柄名,開始価格(2026/04/27),終了価格(2026/05/27),上昇率(%)
1,6981,村田製作所,4916,7820,59.07
2,6723,ルネサスエレクトロニクス,3124,4474,43.21
3,6098,リクルートホールディングス,7302,9907,35.68
4,6762,ＴＤＫ,2718,3608,32.74
5,8591,オリックス,4871,6156,26.38
6,8053,住友商事,5693,7190,26.3
7,9984,ソフトバンクグループ,5844,7272,24.44
8,4188,三菱ケミカルグループ,910,1116,22.61
9,5802,住友電気工業,10060,12015,19.43
10,8750,第一生命ホールディングス,1398,1664,18.98
11,7733,オリンパス,1556,1845,18.61
12,4543,テルモ,2025,2396,18.3
13,7182,ゆうちょ銀行,2540,3001,18.17
14,6971,京セラ,2658,3129,17.72
15,6178,日本郵政,1758,2060,17.18
16,9735,セコム,5674,6588,16.11
17,3407,旭化成,1520,1750,15.17
18,6752,パナソニック ホールディングス,3103,3569,15.02
19,6954,ファナック,7256,8154,12.38
20,4901,富士フイルムホールディングス,2880,3224,11.96
21,8035,東京エレクトロン,47100,52500,11.46
22,8308,りそなホールディングス,1838,2046,11.29
23,7201,日産自動車,351,390,10.97
24,6326,クボタ,2492,2756,10.64
25,6758,ソニーグループ,3188,3525,10.57
26,2802,味の素,4786,5289,10.51
27,8015,豊田通商,6205,6841,10.25
28,8309,三井住友トラスト・ホールディングス,5107,5628,10.2
29,8316,三井住友フィナンシャルグループ,5404,5950,10.1
30,7267,本田技研工業,1292,1422,9.98
31,2503,キリンホールディングス,2486,2723,9.51
32,8411,みずほフィナンシャルグループ,6598,7217,9.38
33,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,3931,4290,9.13
34,6367,ダイキン工業,21475,23405,8.99
35,8306,三菱ＵＦＪフィナンシャル・グループ,2788,3031,8.72
36,9983,ファーストリテイリング,71870,77820,8.28
37,9202,ＡＮＡホールディングス,2667,2883,8.1
38,8729,ソニーフィナンシャルグループ,132,143,8.0
39,7269,スズキ,1776,1914,7.8
40,4307,野村総合研究所,4409,4747,7.67
41,6503,三菱電機,6048,6500,7.47
42,9433,ＫＤＤＩ,2518,2690,6.81
43,4063,信越化学工業,6949,7406,6.58
44,8058,三菱商事,4810,5124,6.53
45,4578,大塚ホールディングス,10645,11310,6.25
46,4519,中外製薬,7445,7878,5.82
47,2914,日本たばこ産業,5781,6115,5.78
48,7936,アシックス,4478,4694,4.82
49,7751,キヤノン,4005,4189,4.59
50,8697,日本取引所グループ,1842,1922,4.34
51,8630,ＳＯＭＰＯホールディングス,5695,5933,4.18
52,6861,キーエンス,73180,75780,3.55
53,4568,第一三共,2602,2682,3.05
54,9020,東日本旅客鉄道,3427,3528,2.95
55,8766,東京海上ホールディングス,7164,7367,2.83
56,7309,シマノ,16275,16665,2.4
57,8604,野村ホールディングス,1230,1260,2.4
58,5108,ブリヂストン,3301,3353,1.58
59,7832,バンダイナムコホールディングス,3682,3727,1.22
60,5020,ＥＮＥＯＳホールディングス,1284,1296,0.93
61,4452,花王,5953,5999,0.77
62,4689,ＬＩＮＥヤフー,410,412,0.59
63,9434,ソフトバンク,218,219,0.32
64,6902,デンソー,1884,1888,0.27
65,8001,伊藤忠商事,1926,1928,0.08
66,6201,豊田自動織機,20465,20450,-0.07
67,7270,ＳＵＢＡＲＵ,2440,2437,-0.12
68,9432,日本電信電話,151,151,-0.13
69,2502,アサヒグループホールディングス,1532,1518,-0.95
70,5401,日本製鉄,569,563,-1.02
71,8113,ユニ・チャーム,939,928,-1.1
72,4507,塩野義製薬,3075,3031,-1.43
73,1928,積水ハウス,3390,3338,-1.53
74,4502,武田薬品工業,5218,5128,-1.72
75,7203,トヨタ自動車,3067,3008,-1.92
76,3382,セブン＆アイ・ホールディングス,1878,1836,-2.26
77,9104,商船三井,5773,5454,-5.53
78,8031,三井物産,5690,5359,-5.82
79,7741,ＨＯＹＡ,28940,27195,-6.03
80,9101,日本郵船,5580,5230,-6.27
81,6501,日立製作所,5356,4960,-7.39
82,1925,大和ハウス工業,4768,4402,-7.68
83,4661,オリエンタルランド,2388,2199,-7.9
84,6301,小松製作所,7053,6476,-8.18
85,6702,富士通,3825,3512,-8.18
86,8267,イオン,1547,1415,-8.53
87,8802,三菱地所,4423,4041,-8.64
88,6920,レーザーテック,45770,41530,-9.26
89,7974,任天堂,7893,7131,-9.65
90,8801,三井不動産,1701,1532,-9.94
91,6701,日本電気,4625,4146,-10.36
92,4503,アステラス製薬,2386,2134,-10.54
93,6146,ディスコ,76030,67630,-11.05
94,9021,西日本旅客鉄道,2945,2616,-11.17
95,8002,丸紅,5910,5220,-11.68
96,6273,ＳＭＣ,75480,66470,-11.94
97,9022,東海旅客鉄道,4052,3500,-13.62
98,6857,アドバンテスト,31500,27130,-13.87
99,7011,三菱重工業,4689,3898,-16.87
100,5803,フジクラ,6347,5140,-19.02
101,8830,住友不動産,4676,3713,-20.59
